zpid,street,zipcode,city,state,latitude,longitude,FIPScounty,propertyType,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,lastSoldDate,lastSoldPrice,zestimatePrice
19836543,18200 Almaden Expy,95120,San Jose,CA,37.211808,-121.847392,6085,SingleFamily,1954,121097,2597,1.5,2,4/29/19,1200000,1566263
82957897,1821 W Hacienda Ave,95008,Campbell,CA,37.268095,-121.982563,6085,SingleFamily,2006,8973,2539,4,3,6/1/11,1050000,2252792
19729001,1821 S Capitol Ave,95127,San Jose,CA,37.342572,-121.818174,6085,SingleFamily,1972,6969,1353,2,4,5/27/11,300000,770692
19690627,1822 Nestorita Way,95124,San Jose,CA,37.26808,-121.918577,6085,SingleFamily,1958,12245,1506,2,3,1/29/90,245000,1217795
19690168,1822 Comstock Ln,95124,San Jose,CA,37.275769,-121.91742,6085,SingleFamily,1963,6200,2261,2.5,5,8/31/95,250000,1447703
79845023,1823 Camino Leonor,95131,San Jose,CA,37.390261,-121.889879,6085,Condominium,2006,1307,1307,2,2,7/2/14,570000,
19690167,1824 Comstock Ln,95124,San Jose,CA,37.275687,-121.917607,6085,SingleFamily,1963,6200,1940,2,4,4/24/03,610000,1381669
19689885,1824 Curtner Ave,95124,San Jose,CA,37.27711,-121.918125,6085,SingleFamily,1963,6000,2304,3,6,8/7/86,180000,1437790
19836179,18241 Graystone Ln,95120,San Jose,CA,37.22202,-121.850902,6085,SingleFamily,1999,78408,,,,,,1536220
,,,,,,,,,,,,,,,,
19688912,1825 Kirkmont Dr,95124,San Jose,CA,37.283821,-121.918625,6085,SingleFamily,1964,8470,2347,2.5,4,4/15/05,825000,1684400
19688359,1825 Cottle Ave,95125,San Jose,CA,37.294075,-121.898359,6085,SingleFamily,1957,11761,2400,3,4,4/15/05,825000,1859393
19686660,1825 Arbor Dr,95125,San Jose,CA,37.300879,-121.883209,6085,SingleFamily,1950,5000,891,1,2,12/9/16,232000,888662
19672846,1826 White Oaks Ct,95008,Campbell,CA,37.261546,-121.94778,6085,SingleFamily,1988,6246,2485,3,4,6/24/11,620000,1555076
19562906,1827 Sheri Ann Cir,95131,San Jose,CA,37.388472,-121.894658,6085,Condominium,1993,436,1016,2,2,12/16/03,369500,714531
19588212,331 N 1st St APT 1,95008,Campbell,CA,37.291754,-121.944864,6085,Condominium,1971,2000,810,1,2,6/13/17,2975000,562272
19689840,1828 Frobisher Way,95124,San Jose,CA,37.276245,-121.918226,6085,SingleFamily,1963,6120,2191,2.5,5,4/22/08,915000,1385178
19688940,1828 Dry Creek Rd,95124,San Jose,CA,37.283222,-121.921306,6085,SingleFamily,1973,12350,4503,4.5,6,7/24/01,425000,2506493
19686613,1828 Johnston Ave,95125,San Jose,CA,37.300295,-121.88538,6085,SingleFamily,1949,5150,1690,2,3,7/24/01,425000,1276093
19689492,1828 Schooldale Dr,95124,San Jose,CA,37.279227,-121.917874,6085,SingleFamily,1973,7840,1841,2,4,4/22/08,915000,1473398
19688913,1829 Kirkmont Dr,95124,San Jose,CA,37.283781,-121.918927,6085,SingleFamily,1964,7875,2428,3,4,5/10/13,1160000,1669220
19686629,1829 Kirkland Ave,95125,San Jose,CA,37.300699,-121.884138,6085,SingleFamily,1949,5000,1047,1,2,5/19/95,240000,894219
2097337367,183 El Bosque Dr,95134,San Jose,CA,37.410675,-121.944664,,Mobile,1990,1344,1440,2,4,11/20/18,290000,231126
2083843235,868 S 5th St APT 165,95112,San Jose,CA,37.325613,-121.876197,,MultiFamily5Plus,2016,72745,1066,2,2,5/21/09,540000,
19682163,1830 Booksin Ave,95125,San Jose,CA,37.289873,-121.907775,6085,SingleFamily,1974,13160,2797,3,4,9/6/13,740000,1907883
19686671,1830 Kirkland Ave,95125,San Jose,CA,37.300769,-121.88354,6085,SingleFamily,1950,5000,891,1,2,10/10/17,860000,830587
19686646,1830 Bird Ave,95125,San Jose,CA,37.300551,-121.884428,6085,SingleFamily,1950,5619,891,1,2,10/10/17,860000,864275
19688914,1831 Kirkmont Dr,95124,San Jose,CA,37.283842,-121.919149,6085,SingleFamily,1964,7800,2548,3,5,9/29/06,1038000,1696647
19689590,1831 Curtner Ave,95124,San Jose,CA,37.27737,-121.918891,6085,SingleFamily,1965,6098,1803,2,3,5/18/98,330000,1301794
19689869,1831 Comstock Ln,95124,San Jose,CA,37.275687,-121.918767,6085,SingleFamily,1963,261360,2717,2.5,5,6/25/10,785000,1841548
19690297,1832 Calistoga Dr,95124,San Jose,CA,37.27327,-121.919236,6085,SingleFamily,1959,5700,1328,2,4,10/4/99,305000,1018108
19689493,1832 Schooldale Dr,95124,San Jose,CA,37.279138,-121.918078,6085,SingleFamily,1973,7906,1971,2.5,4,1/6/16,1175000,1439544
19689838,1832 Frobisher Way,95124,San Jose,CA,37.276086,-121.91859,6085,SingleFamily,1963,6120,1558,2,4,1/6/16,1175000,1214469
19690273,1832 Rochelle Dr,95124,San Jose,CA,37.272579,-121.919018,6085,SingleFamily,1959,5900,1300,2,3,3/6/97,325000,993455
19689501,1833 Schooldale Dr,95124,San Jose,CA,37.27869,-121.917833,6085,SingleFamily,1973,8050,1971,2.5,4,6/21/88,302000,1463629
19688915,1833 Kirkmont Dr,95124,San Jose,CA,37.283869,-121.919409,6085,SingleFamily,1964,7800,2548,3,6,6/13/96,237500,1612125
19689128,1833 Kenpark Ct,95124,San Jose,CA,37.280087,-121.921539,6085,SingleFamily,1967,6762,2230,2.5,3,6/30/08,850000,1442003
19689283,1833 Constitution Ct,95124,San Jose,CA,37.283116,-121.918031,6085,SingleFamily,1964,11400,2548,3,6,6/21/88,302000,1783461
19689870,1833 Comstock Ln,95124,San Jose,CA,37.275592,-121.918972,6085,SingleFamily,1963,6098,2112,2,4,5/8/12,645000,1338178
19660340,18334 Bucknall Rd,95130,Saratoga,CA,37.283129,-121.991439,6085,SingleFamily,1954,10780,1730,1,3,,,1511324
19719209,1834 Margaret St,95116,San Jose,CA,37.347377,-121.847241,6085,SingleFamily,1947,6477,1109,1,2,6/13/18,625000,570685
19690258,1835 Potrero Dr,95124,San Jose,CA,37.272228,-121.919217,6085,SingleFamily,1959,5900,1328,2,4,9/15/16,1375000,1012707
19690283,1835 Rochelle Dr,95124,San Jose,CA,37.272935,-121.919456,6085,SingleFamily,1959,5700,1328,2,3,8/30/11,628500,1062292
19563874,1836 Poetry Dr,95131,San Jose,CA,37.401559,-121.880051,6085,SingleFamily,1997,5978,2358,2.5,4,2/11/98,376000,1336645
19720011,1836 Vollmer Way,95116,San Jose,CA,37.346721,-121.846536,6085,SingleFamily,1948,6477,1160,1,1,8/31/00,950000,599139
19689129,1837 Kenpark Ct,95124,San Jose,CA,37.280034,-121.921751,6085,SingleFamily,1967,6161,1890,3,3,4/20/12,815000,1361246
19689592,1837 Curtner Ave,95124,San Jose,CA,37.277224,-121.919278,6085,SingleFamily,1965,6014,2052,2.5,4,4/12/01,514000,1363266
19689806,1838 Tioga Way,95124,San Jose,CA,37.275284,-121.92015,6085,SingleFamily,1955,5858,1066,2,3,2/12/13,665000,990697
19689499,1839 Schooldale Dr,95124,San Jose,CA,37.278503,-121.918254,6085,SingleFamily,1973,8050,2005,3,4,8/11/15,1300000,1502778
153138338,184 El Bosque Dr,95134,San Jose,CA,37.413606,-121.943101,6085,Mobile,1967,148975,1080,2,0,6/30/17,340000,218690
19688506,1840 Nomark Ct,95125,San Jose,CA,37.291912,-121.902507,6085,SingleFamily,1965,9309,2679,3,4,11/2/10,999000,1926999
19688992,1840 Dry Creek Rd,95124,San Jose,CA,37.282164,-121.922767,6085,SingleFamily,1977,7710,3690,5,4,8/11/17,1850000,1919422
19783813,10600 Crothers Rd,95127,San Jose,CA,37.381752,-121.803028,6085,SingleFamily,1966,184796,3587,3.5,3,10/28/16,1470000,1520258
19784047,10601 Olive Dr,95127,San jose,CA,37.377724,-121.809623,6085,SingleFamily,1938,35750,2514,2,3,4/1/85,162000,1248018
2091102094,1729 N 1st St APT 10607,95112,San Jose,CA,37.367736,-121.914978,,Apartment,,,779,1,1,,,
69301663,1550 Technology Dr UNIT 1061,95110,San Jose,CA,37.363732,-121.913261,6085,Condominium,2005,831,831,1,1,10/18/05,365000,565947
153531338,18401 Graystone Ln,95120,San jose,CA,37.221283,-121.846829,6085,VacantResidentialLand,1952,3920,2738,3,0,,,
19689498,1841 Schooldale Dr,95124,San Jose,CA,37.278413,-121.91846,6085,SingleFamily,1973,7590,1841,2,4,9/11/14,1075000,1484604
19689594,1841 Curtner Ave,95124,San Jose,CA,37.277121,-121.919688,6085,SingleFamily,1965,5662,1803,2,3,3/14/14,755000,1305891
19689765,1841 Flood Dr,95124,San Jose,CA,37.274245,-121.920118,6085,SingleFamily,1959,5858,1300,2,3,8/17/10,640000,1066864
19717854,1842 Beverly Blvd,95116,San Jose,CA,37.354435,-121.853822,6085,SingleFamily,1949,6555,1435,2,3,7/3/75,26500,690902
19719881,1842 Lavonne Ave,95116,San Jose,CA,37.345376,-121.845098,6085,SingleFamily,1948,7800,1068,1,3,7/3/75,26500,699455
19689782,1843 Comstock Ln,95124,San Jose,CA,37.274915,-121.920422,6085,SingleFamily,1955,6200,1974,2,3,7/21/98,310000,1280156
19689766,1843 Flood Dr,95124,San Jose,CA,37.274189,-121.920307,6085,SingleFamily,1959,5915,1328,2,4,7/27/19,1240000,1208938
19834303,18430 Graystone Ln,95120,San Jose,CA,37.221756,-121.845414,6085,SingleFamily,1987,40500,3604,2.5,5,8/18/10,1390000,2077942
19689135,1844 Kenpark Ct,95124,San Jose,CA,37.279507,-121.921887,6085,SingleFamily,1967,8190,2042,2.5,4,6/11/98,457000,1492730
19688990,1844 Dry Creek Rd,95124,San Jose,CA,37.281754,-121.923193,6085,SingleFamily,1977,11325,2411,2.5,4,1/10/14,1375000,1769520
19689131,1845 Kenpark Ct,95124,San Jose,CA,37.279964,-121.922182,6085,SingleFamily,1967,5876,3280,3.5,5,4/17/01,420000,1804745
19686631,1845 Kirkland Ave,95125,San Jose,CA,37.300467,-121.883953,6085,SingleFamily,1950,5000,1857,2,3,4/17/01,420000,1199004
19689767,1845 Flood Dr,95124,San Jose,CA,37.274132,-121.920498,6085,SingleFamily,1959,5858,1300,2,3,3/20/98,270000,1015763
19719175,1846 Kammerer Ave,95116,San Jose,CA,37.3481,-121.847775,6085,SingleFamily,1945,5406,1020,2,3,3/18/14,730000,625496
19719210,1846 Margaret St,95116,San Jose,CA,37.347468,-121.847108,6085,SingleFamily,1947,6477,1778,3,6,12/3/98,170000,788385
19690596,1846 Robin Dr,95124,San Jose,CA,37.268092,-121.921181,6085,SingleFamily,1958,10730,1620,2,3,3/18/14,730000,1208807
19690311,1846 Flood Dr,95124,San Jose,CA,37.273603,-121.920679,6085,SingleFamily,1955,7600,1204,2,3,3/18/14,730000,1093729
153236071,1847 Luby Dr,95133,San Jose,CA,37.363336,-121.861699,6085,Triplex,1966,6120,2223,2,0,6/24/04,550000,1055599
19563005,1847 Sterling Lndg,95131,San Jose,CA,37.38601,-121.895285,6085,Condominium,1994,1306,1651,2.5,3,11/28/07,605000,1063763
19572768,1847 Pine Hollow Cir,95133,San Jose,CA,37.369014,-121.864375,6085,SingleFamily,1980,4791,1183,2,3,6/27/14,545000,789048
19689238,1848 Kirkmont Dr,95124,San Jose,CA,37.283166,-121.920114,6085,SingleFamily,1968,9086,2397,2.5,4,10/16/12,1055000,1728040
19690266,1848 Rochelle Dr,95124,San Jose,CA,37.272102,-121.920553,6085,SingleFamily,1953,7392,1577,2,3,8/20/18,1250000,1151778
19674183,1849 Gunston Way,95124,San Jose,CA,37.254995,-121.920069,6085,SingleFamily,1955,5700,1202,2,3,2/14/97,225000,1067353
19675357,1849 Los Gatos Almaden Rd,95124,San Jose,CA,37.243724,-121.919834,6085,SingleFamily,1958,6403,1065,2,3,5/20/16,955000,1114960
2131227946,185 El Bosque Dr,95134,San Jose,CA,37.410713,-121.944627,,Mobile,1976,1742,768,2,2,5/6/16,229900,218678
19781302,165 Marian Ln,95127,San Jose,CA,37.371337,-121.828539,6085,SingleFamily,1947,6200,982,1,2,3/13/09,325000,653629
2088775011,4343 Renaissance Dr # 1-133,95134,San Jose,CA,37.41359,-121.962599,,MultiFamily5Plus,1971,2000,1008,2,2,7/11/06,160000,
19689133,1850 Kenpark Ct,95124,San Jose,CA,37.279559,-121.922371,6085,SingleFamily,1967,10032,2479,2.5,5,9/28/99,730000,1695557
19689285,1850 Constitution Ct,95124,San Jose,CA,37.282701,-121.918108,6085,SingleFamily,1964,9500,2548,3,6,9/28/99,730000,1682659
19689772,1850 Comstock Ln,95124,San Jose,CA,37.274374,-121.920675,6085,SingleFamily,1955,5500,1378,2,3,4/25/13,710000,1092401
2146023889,10615 Crothers Rd,95127,San Jose,CA,37.383098,-121.80199,,SingleFamily,2016,492604,5900,4,6,4/17/08,660000,2415544
69301664,1550 Technology Dr UNIT 1062,95110,San Jose,CA,37.363831,-121.913152,6085,Condominium,2005,5227,914,1,1,8/21/12,179000,564144
19673776,1851 Andrews Ave,95124,San Jose,CA,37.260981,-121.920683,6085,SingleFamily,1958,6000,1630,2,4,3/24/89,235000,1142185
19686598,1853 Bird Ave,95125,San Jose,CA,37.300072,-121.884799,6085,SingleFamily,1949,5350,1050,1,3,1/28/09,400000,924172
19719100,1851 Kammerer Ave,95116,San Jose,CA,37.348616,-121.848008,6085,SingleFamily,1952,7282,912,1,3,5/8/17,625000,691446
19834283,18515 Annie Ln,95120,San Jose,CA,37.220587,-121.84296,6085,SingleFamily,1981,36590,3044,3,4,5/23/16,1938000,2104409
19593793,1852 Kocher Dr,95125,San Jose,CA,37.290327,-121.914283,6085,SingleFamily,1956,9375,2199,2.5,4,9/18/15,505000,1470087
19562987,1852 Northwest Cir,95131,San Jose,CA,37.385789,-121.894319,6085,Townhouse,1994,945,1407,2.5,3,8/31/07,596000,892163
19563077,1852 Elk Grove Lndg,95131,San Jose,CA,37.385843,-121.89587,6085,Condominium,1995,1395,1651,2.5,3,11/30/95,220000,1044453
19771957,1852 Camacho Way,95132,San Jose,CA,37.404663,-121.874242,6085,SingleFamily,1973,6000,1800,2,4,8/15/07,675000,1164550
19834284,18525 Annie Ln,95120,San Jose,CA,37.220743,-121.842124,6085,SingleFamily,1981,44200,4530,5,5,,,2429957
19769807,1853 Saint Andrews Pl,95132,San Jose,CA,37.405829,-121.866823,6085,SingleFamily,1973,6300,1480,2,4,6/29/04,450000,1053249
19771943,1853 Camacho Way,95132,San Jose,CA,37.404378,-121.874697,6085,SingleFamily,1973,5998,1298,2,3,7/11/19,1100000,1069145
243210719,1853 Midnight Cir,95133,San Jose,CA,37.367432,-121.866533,6085,Condominium,2016,1190,1985,3.5,4,9/15/16,904000,994902
19804740,1853 Threadneedle Way,95121,San Jose,CA,37.307647,-121.80646,6085,SingleFamily,1971,5300,910,1,3,3/11/02,380000,709936
19834269,18530 Annie Ln,95120,San Jose,CA,37.221457,-121.843655,6085,SingleFamily,1977,38372,4089,3.5,4,1/9/18,2400000,2297004
19834267,18535 Annie Ln,95120,San Jose,CA,37.221141,-121.84252,6085,SingleFamily,1978,43995,4154,3,4,,,2314825
19721159,1854 Platinum Ct,95116,San Jose,CA,37.358149,-121.85329,6085,SingleFamily,1982,3400,1525,2,4,7/1/05,665000,733744
19674188,1854 Lencar Way,95124,San Jose,CA,37.255271,-121.920079,6085,SingleFamily,1960,5800,1605,2,4,12/24/14,465500,1216118
19834268,18540 Annie Ln,95120,San Jose,CA,37.221762,-121.843379,6085,SingleFamily,1980,43800,4490,6,6,10/27/15,1756000,2435412
19834290,18545 Annie Ln,95120,San Jose,CA,37.221672,-121.842551,6085,SingleFamily,1978,39200,4375,3.5,5,,,2403436
19572766,1855 Pine Hollow Cir,95133,San Jose,CA,37.369219,-121.864612,6085,SingleFamily,1980,5000,1395,2,4,3/19/93,195000,846112
19583068,1855 Walnut Grove Ave,95126,San Jose,CA,37.336045,-121.935576,6085,SingleFamily,1946,6098,1556,2,3,9/16/11,510000,1194064
19834287,18550 Annie Ln,95120,San Jose,CA,37.222152,-121.843205,6085,SingleFamily,1978,43495,3695,3,4,,,2157450
19834291,18555 Rosalind Ln,95120,San Jose,CA,37.221292,-121.84165,6085,SingleFamily,1992,42253,5910,5.5,5,,,2790380
19721177,1856 Perrone Cir,95116,San Jose,CA,37.357301,-121.852109,6085,SingleFamily,1983,3400,1153,2,3,12/10/09,340000,690234
19582780,1856 Mcdaniel Ave,95126,San Jose,CA,37.329609,-121.930896,6085,SingleFamily,1938,7089,2350,2,3,5/14/04,950000,1569356
19562921,1856 Sheri Ann Cir,95131,San Jose,CA,37.38885,-121.895296,6085,Townhouse,1993,1041,1543,2.5,2,6/1/18,1000000,913247
19566670,1856 Tersini Ct,95131,San Jose,CA,37.38279,-121.879796,6085,SingleFamily,1990,5500,2254,3,4,12/10/09,340000,1289629
19834286,18560 Annie Ln,95120,San Jose,CA,37.222546,-121.843043,6085,SingleFamily,1978,37950,3111,2.5,4,,,1993175
19834296,18565 Annie Ln,95120,San Jose,CA,37.222428,-121.842163,6085,SingleFamily,1988,49244,4737,3.5,4,,,2434361
19769806,1857 Saint Andrews Pl,95132,San Jose,CA,37.405972,-121.866936,6085,SingleFamily,1971,6000,1806,2,4,6/16/05,655000,1231081
19747907,1857 Anne Way,95124,San Jose,CA,37.239429,-121.921179,6085,SingleFamily,1968,5662,1831,2,3,6/29/07,840000,1400422
19562981,1857 Northwest Cir,95131,San Jose,CA,37.385397,-121.894785,6085,Townhouse,1994,4356,1407,2.5,3,5/4/06,630000,889964
19834285,18570 Annie Ln,95120,San Jose,CA,37.22294,-121.842943,6085,SingleFamily,1978,30492,4353,4,5,,,2317872
19834289,18575 Rosalind Ln,95120,San Jose,CA,37.222259,-121.841791,6085,SingleFamily,1985,41426,3839,4.5,4,,,2273605
19674200,1858 Gunston Way,95124,San Jose,CA,37.254547,-121.920703,6085,SingleFamily,1955,5800,1092,1,3,8/11/98,266000,1038223
19674187,1858 Lencar Way,95124,San Jose,CA,37.25527,-121.920278,6085,SingleFamily,1960,5800,1980,2,3,8/11/98,266000,1268420
19834295,18580 Rosalind Ln,95120,San Jose,CA,37.222015,-121.841221,6085,SingleFamily,1989,55750,5294,4.5,5,,,2674330
19834297,18580 Annie Ln,95120,San Jose,CA,37.223281,-121.842445,6085,SingleFamily,1978,30927,3900,3,5,,,2217932
19690387,1859 Potrero Dr,95124,San Jose,CA,37.271589,-121.921367,6085,SingleFamily,1953,6600,1186,2,3,10/3/97,250000,1022192
19837516,18590 Almaden Rd,95120,San Jose,CA,37.20795,-121.843758,6085,SingleFamily,1966,35000,3471,3,4,10/29/14,1725000,2127123
19834298,18591 Hill Ln,95120,San Jose,CA,37.223921,-121.84207,6085,SingleFamily,1985,33541,2462,3,3,5/25/10,1400000,1655096
153510255,5450 Monterey Hwy SPACE 186,95111,San Jose,CA,37.258147,-121.800663,6085,Mobile,1998,31363,1508,2,0,9/27/19,260000,231802
153501145,6130 Monterey Hwy SPACE 186,95138,San Jose,CA,37.238501,-121.768636,6085,Mobile,1998,113692,1508,2,0,8/15/19,349900,256304
153522203,165 Blossom Hill Rd SPACE 186,95123,San Jose,CA,37.255861,-121.806983,6085,Mobile,1998,31363,1508,2,0,9/27/19,260000,232420
19721160,1860 Platinum Ct,95116,San Jose,CA,37.35822,-121.853185,6085,SingleFamily,1982,3484,1129,2,3,8/6/19,744000,726894
19593326,1860 Arroyo Seco Dr,95125,San Jose,CA,37.285621,-121.919375,6085,SingleFamily,1962,9147,3316,3,4,9/14/11,1400000,2075033
19834282,18600 Graystone Ln,95120,San Jose,CA,37.220347,-121.842523,6085,SingleFamily,1981,38802,3105,3,4,7/21/15,2050000,2148964
19582898,1861 University Ave,95126,San Jose,CA,37.331566,-121.932528,6085,SingleFamily,1939,7320,2114,2,3,3/5/97,190000,1440729
19562276,1861 Flickinger Ave,95131,San Jose,CA,37.39643,-121.883717,6085,SingleFamily,1973,6160,1761,2,4,8/20/10,775000,1139769
19721071,1861 Perrone Cir,95116,San Jose,CA,37.357667,-121.852294,6085,SingleFamily,1983,3400,1306,2,3,3/5/97,190000,688691
19834294,18610 Rosalind Ln,95120,San Jose,CA,37.221752,-121.840399,6085,SingleFamily,1900,43378,2003,2,3,,,1201942
19836180,18611 Graystone Ln,95120,San Jose,CA,37.220734,-121.844755,6085,SingleFamily,2004,30927,1417,2,2,10/9/07,1217000,1427541
19834299,18616 Skuse Ct,95120,San Jose,CA,37.222315,-121.839045,6085,SingleFamily,1993,80150,2964,2.5,3,,,1775029
19563467,1862 Tradan Dr,95132,San Jose,CA,37.400092,-121.884702,6085,Condominium,1997,1888,988,2,2,7/27/11,196000,623994
19784692,10620 Story Ln,95127,San Jose,CA,37.35714,-121.803177,6085,SingleFamily,1961,133936,1908,2,3,,,963589
19784455,10621 Porter Ln,95127,San Jose,CA,37.374707,-121.81128,6085,SingleFamily,1960,7840,1600,2,2,10/19/12,345000,849043
19784048,10625 Olive Dr,95127,San Jose,CA,37.377523,-121.810708,6085,SingleFamily,1953,51401,3278,4,4,3/22/16,1320000,1476772
19834293,18620 Skuse Ct,95120,San Jose,CA,37.221722,-121.839855,6085,SingleFamily,1993,43560,4899,3.5,4,,,2483504
19747965,1863 Blossom Hill Rd,95124,San Jose,CA,37.236448,-121.921762,6085,SingleFamily,1968,6534,2241,3,4,9/9/14,868000,1466462
19784699,10628 Story Ln,95127,San Jose,CA,37.357887,-121.802608,6085,SingleFamily,1935,17360,688,1,1,6/21/02,800000,687105
19741270,1063 Bellingham Dr,95121,San Jose,CA,37.306177,-121.83145,6085,SingleFamily,1967,6000,1618,2,4,3/9/99,91000,786182
19835165,18630 Vista De Almaden,95120,San Jose,CA,37.22717,-121.846389,6085,SingleFamily,1985,55756,3858,3.5,4,,,2338440
19836192,18631 Graystone Ln,95120,San Jose,CA,37.220421,-121.844225,6085,SingleFamily,1981,60870,4160,4,4,7/11/17,2010000,2131171
19747914,1864 Anne Way,95124,San Jose,CA,37.238977,-121.922002,6085,SingleFamily,1968,8000,2035,2.5,3,5/19/06,910000,1498959
19741223,1063 Drexel Way,95121,San Jose,CA,37.307091,-121.831531,6085,SingleFamily,1967,6534,1830,3,4,8/31/18,4545,859994
19771960,1864 Camacho Way,95132,San Jose,CA,37.404976,-121.874731,6085,SingleFamily,1973,6000,2201,4,4,5/19/06,910000,1227678
19835166,18640 Vista De Almaden,95120,San Jose,CA,37.227345,-121.847534,6085,SingleFamily,1988,133293,4618,3.5,3,,,2484767
19771940,1865 Camacho Way,95132,San Jose,CA,37.404699,-121.875183,6085,SingleFamily,1973,6000,1320,2,3,8/28/03,512000,1046362
